ticket_id,col_index,facility_ja,availability,availability_meaning
sendaimarugotowide,3,快速・普通 / グリーン自由,▲,乗車券のみ有効
sendaimarugotowide,4,快速・普通 / ライナー,▲,乗車券のみ有効
sendaimarugotowide,5,快速・普通 / 指定,▲,乗車券のみ有効
sendaimarugotowide,6,快速・普通 / 自由,○,乗車可
akitajukan02,0,急行もりよし号,○,乗車可
akitajukan02,1,快速・普通,○,乗車可
akitajukan03,0,急行もりよし号,▲,乗車券のみ有効
akitajukan03,1,快速・普通,○,乗車可
jreast17,0,東海道新幹線 / のぞみ,×,乗車不可
jreast17,1,東北・上越新幹線,×,乗車不可
jreast17,2,在来線特急・急行,×,乗車不可
jreast17,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効
jreast17,4,快速・普通 / グリーン,▲,乗車券のみ有効
jreast17,5,快速・普通 / ライナー,▲,乗車券のみ有効
jreast17,6,快速・普通 / 指定,▲,乗車券のみ有効
jreast17,7,東京モノレール,○,乗車可
jreast17,8,りんかい線,×,乗車不可
jreast17,9,自由,×,乗車不可
tokyo01,0,東海道新幹線 / のぞみ,×,乗車不可
tokyo01,1,東北新幹線 上越新幹線,▲,乗車券のみ有効
tokyo01,2,在来線 特急・急行,▲,乗車券のみ有効
tokyo01,3,快速・普通 / ひかり こだま,▲,乗車券のみ有効
tokyo01,4,快速・普通 / グリーン,▲,乗車券のみ有効
tokyo01,5,快速・普通 / ライナー,▲,乗車券のみ有効
tokyo01,6,快速・普通 / 指定,▲,乗車券のみ有効
tokyo01,7,東京モノレール,○,乗車可
tokyo01,8,りんかい線,×,乗車不可
tokyo01,9,自由,×,乗車不可
jreast18,0,東海道新幹線 / のぞみ,－,対象外
jreast18,1,東北・上越新幹線,－,対象外
jreast18,2,在来線特急・急行,－,対象外
jreast18,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効
jreast18,4,快速・普通 / グリーン,▲,乗車券のみ有効
jreast18,5,快速・普通 / ライナー,▲,乗車券のみ有効
jreast18,6,快速・普通 / 指定,▲,乗車券のみ有効
jreast18,7,みなとみらい線,○,乗車可
jreast18,8,自由,○,乗車可
jreast071,0,東海道新幹線 / のぞみ,－,対象外
jreast071,1,東北・上越新幹線,－,対象外
jreast071,2,在来線特急・急行,×,乗車不可
jreast071,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効
jreast071,4,快速・普通 / グリーン,▲,乗車券のみ有効
jreast071,5,快速・普通 / ライナー,▲,乗車券のみ有効
jreast071,6,快速・普通 / 指定,▲,乗車券のみ有効
jreast071,7,自由,○,乗車可
jreast10,0,東海道新幹線,×,乗車不可
jreast10,1,東北・上越新幹線,▲,乗車券のみ有効
jreast10,2,在来線特急・急行,▲,乗車券のみ有効
jreast10,3,快速・普通 / グリーン,▲,乗車券のみ有効
jreast10,4,快速・普通 / ライナー,▲,乗車券のみ有効
jreast10,5,快速・普通 / 指定,▲,乗車券のみ有効
jreast10,6,快速・普通 / 自由,○,乗車可
jreast10,7,東京モノレール,○,乗車可
jreast10,8,りんかい線,○,乗車可
jreast12,0,東海道新幹線,×,乗車不可
jreast12,1,東北・上越新幹線,×,乗車不可
jreast12,2,在来線特急・急行,▲,乗車券のみ有効
jreast12,3,快速・普通 / グリーン,▲,乗車券のみ有効
jreast12,4,快速・普通 / ライナー,▲,乗車券のみ有効
jreast12,5,快速・普通 / 指定,▲,乗車券のみ有効
jreast12,6,快速・普通 / 自由,○,乗車可
jreast12,7,東京モノレール,○,乗車可
jreast12,8,りんかい線,○,乗車可
jreast37,0,東海道新幹線 / のぞみ,×,乗車不可
jreast37,1,東北・上越新幹線,×,乗車不可
jreast37,2,在来線特急・急行,×,乗車不可
jreast37,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効
jreast37,4,快速・普通 / グリーン,▲,乗車券のみ有効
jreast37,5,快速・普通 / ライナー,▲,乗車券のみ有効
jreast37,6,快速・普通 / 指定,▲,乗車券のみ有効
jreast37,7,東京モノレール,○,乗車可
jreast37,8,りんかい線,○,乗車可
jreast37,9,自由,×,乗車不可
jreast45,0,東海道新幹線,－,対象外
jreast45,1,東北・上越新幹線,－,対象外
jreast45,2,在来線特急・急行,▲,乗車券のみ有効
jreast45,3,快速・普通 / グリーン,▲,乗車券のみ有効
jreast45,4,快速・普通 / ライナー,▲,乗車券のみ有効
jreast45,5,快速・普通 / 指定,▲,乗車券のみ有効
jreast45,6,快速・普通 / 自由,○,乗車可
jreast46,0,東海道新幹線,－,対象外
jreast46,1,東北・上越新幹線,－,対象外
jreast46,2,在来線特急・急行,▲,乗車券のみ有効
jreast46,3,快速・普通 / グリーン,▲,乗車券のみ有効
jreast46,4,快速・普通 / ライナー,▲,乗車券のみ有効
jreast46,5,快速・普通 / 指定,▲,乗車券のみ有効
jreast46,6,快速・普通 / 自由,○,乗車可
jreast13,0,東海道新幹線,×,乗車不可
jreast13,1,東北・上越新幹線,▲,乗車券のみ有効
jreast13,2,在来線特急・急行,▲,乗車券のみ有効
jreast13,3,快速・普通 / グリーン,▲,乗車券のみ有効
jreast13,4,快速・普通 / ライナー,▲,乗車券のみ有効
jreast13,5,快速・普通 / 指定,▲,乗車券のみ有効
jreast13,6,快速・普通 / 自由,○,乗車可
jreast13,7,東京モノレール,○,乗車可
jreast13,8,りんかい線,○,乗車可
isumi01,1,急行列車 / 指定,－,対象外
isumi01,2,急行列車 / 自由,－,対象外
isumi01,3,普通列車,○,乗車可
isumi02,1,急行列車 / 指定,▲,乗車券のみ有効
isumi02,2,急行列車 / 自由,○,乗車可
isumi02,3,普通列車,○,乗車可
isumi06,1,急行列車 / 指定,▲,乗車券のみ有効
isumi06,2,急行列車 / 自由,○,乗車可
isumi06,3,普通列車,○,乗車可
jrtokai06,0,新幹線,×,乗車不可
jrtokai06,1,"特急・急行 / A,B寝台",×,乗車不可
jrtokai06,2,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai06,3,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai06,4,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai06,5,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai06,6,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai06,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai06,8,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai06,9,快速・普通 / 自由,○,乗車可
jrtokai07,0,新幹線,×,乗車不可
jrtokai07,1,"特急・急行 / A,B寝台",×,乗車不可
jrtokai07,2,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai07,3,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai07,4,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai07,5,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai07,6,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai07,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai07,8,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai07,9,快速・普通 / 自由,○,乗車可
jrtokai87,0,新幹線 / のぞみ,×,乗車不可
jrtokai87,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai87,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai87,3,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai87,4,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai87,5,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai87,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai87,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai87,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai87,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai87,10,快速・普通 / 自由,○,乗車可
jrtokai83,0,新幹線 / のぞみ,×,乗車不可
jrtokai83,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai83,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai83,3,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai83,4,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai83,5,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai83,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai83,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai83,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai83,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai83,10,快速・普通 / 自由,○,乗車可
jrtokai84,0,新幹線 / のぞみ,×,乗車不可
jrtokai84,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai84,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai84,3,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai84,4,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai84,5,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai84,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai84,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai84,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai84,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai84,10,快速・普通 / 自由,○,乗車可
jrtokai85,0,新幹線 / のぞみ,×,乗車不可
jrtokai85,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai85,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai85,3,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai85,4,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai85,5,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai85,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai85,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai85,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai85,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai85,10,快速・普通 / 自由,○,乗車可
jrtokai01,0,新幹線,×,乗車不可
jrtokai01,1,"特急・急行 / A,B寝台",×,乗車不可
jrtokai01,2,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai01,3,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai01,4,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai01,5,快速・普通 / グリーン,▲,乗車券のみ有効
jrtokai01,6,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai01,7,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai01,8,快速・普通 / 自由,○,乗車可
jrtokai01,9,伊勢鉄道,○,乗車可
jrtokai03,0,新幹線,×,乗車不可
jrtokai03,1,"特急・急行 / A,B寝台",×,乗車不可
jrtokai03,2,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai03,3,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai03,4,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai03,5,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai03,6,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai03,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai03,8,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai03,9,快速・普通 / 自由,○,乗車可
jrtokai08,0,新幹線 / のぞみ,×,乗車不可
jrtokai08,1,新幹線 / ひかり・こだま,▲,乗車券のみ有効
jrtokai08,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai08,3,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai08,4,特急・急行 / 普通車指定,▲,乗車券のみ有効
jrtokai08,5,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai08,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai08,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai08,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai08,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai08,10,快速・普通 / 自由,○,乗車可
jrtokai09,0,新幹線 / のぞみ,×,乗車不可
jrtokai09,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai09,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai09,3,特急・急行 / グリーン,▲,乗車券のみ有効
jrtokai09,5,特急・急行 / 普通車自由,▲,乗車券のみ有効
jrtokai09,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai09,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai09,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai09,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai09,10,快速・普通 / 自由,○,乗車可
jrtokai89,0,新幹線 / のぞみ,×,乗車不可
jrtokai89,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai89,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai89,3,特急・急行 / グリーン,×,乗車不可
jrtokai89,4,特急・急行 / 普通車指定,×,乗車不可
jrtokai89,5,特急・急行 / 普通車自由,×,乗車不可
jrtokai89,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai89,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai89,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai89,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai89,10,快速・普通 / 自由,○,乗車可
jrtokai88,0,新幹線 / のぞみ,×,乗車不可
jrtokai88,1,新幹線 / ひかり・こだま,×,乗車不可
jrtokai88,2,"特急・急行 / A,B寝台",×,乗車不可
jrtokai88,3,特急・急行 / グリーン,×,乗車不可
jrtokai88,4,特急・急行 / 普通車指定,×,乗車不可
jrtokai88,5,特急・急行 / 普通車自由,×,乗車不可
jrtokai88,6,快速・普通 / グリーン指定,▲,乗車券のみ有効
jrtokai88,7,快速・普通 / グリーン自由,▲,乗車券のみ有効
jrtokai88,8,快速・普通 / ライナー,▲,乗車券のみ有効
jrtokai88,9,快速・普通 / 指定,▲,乗車券のみ有効
jrtokai88,10,快速・普通 / 自由,○,乗車可
meitetu01,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu01,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu01,2,急行・普通,○,乗車可
meitetu11,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu11,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu11,2,急行・普通,○,乗車可
meitetu12,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu12,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu12,2,急行・普通,○,乗車可
meitetu101,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu101,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu101,2,急行・普通,○,乗車可
meitetu94,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu94,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu94,2,急行・普通,○,乗車可
meitetu100,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu100,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu100,2,急行・普通,○,乗車可
meitetu95,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効
meitetu95,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可
meitetu95,2,急行・普通,○,乗車可
jreast66,0,新幹線,▲,乗車券のみ有効
jreast66,1,特急・急行,▲,乗車券のみ有効
jreast66,2,快速・普通 / グリーン,▲,乗車券のみ有効
jreast66,3,快速・普通 / ライナー,▲,乗車券のみ有効
jreast66,4,快速・普通 / 指定,▲,乗車券のみ有効
jreast66,5,快速・普通 / 自由,○,乗車可
jreast58,0,新幹線,▲,乗車券のみ有効
jreast58,1,特急・急行,▲,乗車券のみ有効
jreast58,2,快速・普通 / グリーン,▲,乗車券のみ有効
jreast58,3,快速・普通 / ライナー,▲,乗車券のみ有効
jreast58,4,快速・普通 / 指定,▲,乗車券のみ有効
jreast58,5,快速・普通 / 自由,○,乗車可
jreast60,0,新幹線,▲,乗車券のみ有効
jreast60,1,特急・急行,▲,乗車券のみ有効
jreast60,2,快速・普通 / グリーン,▲,乗車券のみ有効
jreast60,3,快速・普通 / ライナー,▲,乗車券のみ有効
jreast60,4,快速・普通 / 指定,▲,乗車券のみ有効
jreast60,5,快速・普通 / 自由,○,乗車可
jrwest41,0,新幹線,×,乗車不可
jrwest41,1,ＪＲ特急・急行,▲,乗車券のみ有効
jrwest41,2,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest41,3,快速・普通 / 指定,▲,乗車券のみ有効
jrwest41,4,快速・普通 / 自由,○,乗車可
jrwest46,0,新幹線,×,乗車不可
jrwest46,1,ＪＲ特急・急行,▲,乗車券のみ有効
jrwest46,2,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest46,3,快速・普通 / 指定,▲,乗車券のみ有効
jrwest46,4,快速・普通 / 自由,○,乗車可
jrwest40,0,新幹線,×,乗車不可
jrwest40,1,ＪＲ特急・急行,▲,乗車券のみ有効
jrwest40,2,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest40,3,快速・普通 / 指定,▲,乗車券のみ有効
jrwest40,4,快速・普通 / 自由,○,乗車可
jrwest42,0,新幹線,×,乗車不可
jrwest42,1,ＪＲ特急・急行,▲,乗車券のみ有効
jrwest42,2,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest42,3,快速・普通 / 指定,▲,乗車券のみ有効
jrwest42,4,快速・普通 / 自由,○,乗車可
jrwest39,0,新幹線,×,乗車不可
jrwest39,1,ＪＲ特急・急行,▲,乗車券のみ有効
jrwest39,2,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest39,3,快速・普通 / 指定,▲,乗車券のみ有効
jrwest39,4,快速・普通 / 自由,○,乗車可
jrwest44,0,東海道新幹線,－,対象外
jrwest44,1,山陽新幹線 / グリーン車,－,対象外
jrwest44,2,山陽新幹線 / 普通車指定,－,対象外
jrwest44,3,山陽新幹線 / 普通車自由,－,対象外
jrwest44,4,北陸新幹線 / グランクラス,×,乗車不可
jrwest44,5,北陸新幹線 / グリーン車,▲,乗車券のみ有効
jrwest44,6,北陸新幹線 / 普通車指定,△,条件付き利用可
jrwest44,7,北陸新幹線 / 普通車自由,○,乗車可
jrwest44,8,在来線特急・急行 / 寝台車,－,対象外
jrwest44,9,在来線特急・急行 / グリーン車,－,対象外
jrwest44,10,在来線特急・急行 / 普通車指定,－,対象外
jrwest44,11,在来線特急・急行 / 普通車自由,－,対象外
jrwest44,12,快速・普通 / グリーン車指定,－,対象外
jrwest44,13,快速・普通 / グリーン車自由,－,対象外
jrwest44,14,快速・普通 / ライナー,－,対象外
jrwest44,15,快速・普通 / 指定,－,対象外
jrwest44,16,快速・普通 / 自由,－,対象外
jrwest45,0,東海道新幹線,－,対象外
jrwest45,1,山陽新幹線 / グリーン車,－,対象外
jrwest45,2,山陽新幹線 / 普通車指定,－,対象外
jrwest45,3,山陽新幹線 / 普通車自由,－,対象外
jrwest45,4,北陸新幹線 / グランクラス,×,乗車不可
jrwest45,5,北陸新幹線 / グリーン車,▲,乗車券のみ有効
jrwest45,6,北陸新幹線 / 普通車指定,△,条件付き利用可
jrwest45,7,北陸新幹線 / 普通車自由,○,乗車可
jrwest45,8,在来線特急・急行 / 寝台車,－,対象外
jrwest45,9,在来線特急・急行 / グリーン車,－,対象外
jrwest45,10,在来線特急・急行 / 普通車指定,－,対象外
jrwest45,11,在来線特急・急行 / 普通車自由,－,対象外
jrwest45,12,快速・普通 / グリーン車指定,－,対象外
jrwest45,13,快速・普通 / グリーン車自由,－,対象外
jrwest45,14,快速・普通 / ライナー,－,対象外
jrwest45,15,快速・普通 / 指定,－,対象外
jrwest45,16,快速・普通 / 自由,－,対象外
jrwest154,0,東海道新幹線,×,乗車不可
jrwest154,1,山陽新幹線 / グリーン車,×,乗車不可
jrwest154,2,山陽新幹線 / 普通車指定,×,乗車不可
jrwest154,3,山陽新幹線 / 普通車自由,×,乗車不可
jrwest154,4,北陸新幹線 / グランクラス,×,乗車不可
jrwest154,5,北陸新幹線 / グリーン車,×,乗車不可
jrwest154,6,北陸新幹線 / 普通車指定,×,乗車不可
jrwest154,7,北陸新幹線 / 普通車自由,×,乗車不可
jrwest154,8,在来線特急・急行 *1 / 寝台車,×,乗車不可
jrwest154,9,在来線特急・急行 *1 / グリーン車,▲,乗車券のみ有効
jrwest154,10,在来線特急・急行 *1 / 普通車指定,▲,乗車券のみ有効
jrwest154,11,在来線特急・急行 *1 / 普通車自由,▲,乗車券のみ有効
jrwest154,12,在来線特急・急行 *1 / 立席,▲,乗車券のみ有効
jrwest154,13,快速・普通 / グリーン車指定,×,乗車不可
jrwest154,14,快速・普通 / グリーン車自由,×,乗車不可
jrwest154,15,快速・普通 / ライナー,×,乗車不可
jrwest154,16,快速・普通 / 指定,▲,乗車券のみ有効
jrwest154,17,快速・普通 / 自由,○,乗車可
jrwest159,0,新幹線,×,乗車不可
jrwest159,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest159,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest159,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest159,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest159,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest159,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest159,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest159,8,快速・普通 / 自由,○,乗車可
jrwest159,9,宮島フェリー,－,対象外
jrwest161,0,新幹線,×,乗車不可
jrwest161,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest161,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest161,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest161,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest161,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest161,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest161,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest161,8,快速・普通 / 自由,○,乗車可
jrwest161,9,宮島フェリー,－,対象外
jrwest202,0,新幹線,×,乗車不可
jrwest202,1,在来線特急・急行 / サンライズ,×,乗車不可
jrwest202,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可
jrwest202,3,在来線特急・急行 / はなあかり,×,乗車不可
jrwest202,4,在来線特急・急行 / グリーン,×,乗車不可
jrwest202,5,在来線特急・急行 / 指定,×,乗車不可
jrwest202,6,在来線特急・急行 / 自由,×,乗車不可
jrwest202,7,快速・普通 / Ａシート,▲,乗車券のみ有効
jrwest202,8,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest202,9,快速・普通 / 指定,▲,乗車券のみ有効
jrwest202,10,快速・普通 / 自由,○,乗車可
jrwest202,11,宮島フェリー,－,対象外
jrwest202,12,京阪電車 / ライナー,▲,乗車券のみ有効
jrwest202,13,京阪電車 / プレミアム,▲,乗車券のみ有効
jrwest202,14,京阪電車 / 普通,○,乗車可
jrwest201,0,新幹線,×,乗車不可
jrwest201,1,在来線特急・急行 / サンライズ,×,乗車不可
jrwest201,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可
jrwest201,3,在来線特急・急行 / はなあかり,×,乗車不可
jrwest201,4,在来線特急・急行 / グリーン,×,乗車不可
jrwest201,5,在来線特急・急行 / 指定,×,乗車不可
jrwest201,6,在来線特急・急行 / 自由,×,乗車不可
jrwest201,7,快速・普通 / Ａシート,▲,乗車券のみ有効
jrwest201,8,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest201,9,快速・普通 / 指定,▲,乗車券のみ有効
jrwest201,10,快速・普通 / 自由,○,乗車可
jrwest201,11,宮島フェリー,－,対象外
jrwest201,12,京阪電車 / ライナー,▲,乗車券のみ有効
jrwest201,13,京阪電車 / プレミアム,▲,乗車券のみ有効
jrwest201,14,京阪電車 / 普通,○,乗車可
jrwest151,0,新幹線,×,乗車不可
jrwest151,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest151,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest151,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest151,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest151,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest151,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest151,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest151,8,快速・普通 / 自由,○,乗車可
jrwest151,9,宮島フェリー,－,対象外
jrwest160,0,新幹線,×,乗車不可
jrwest160,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest160,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest160,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest160,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest160,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest160,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest160,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest160,8,快速・普通 / 自由,○,乗車可
jrwest160,9,宮島フェリー,－,対象外
jrwest162,0,新幹線,×,乗車不可
jrwest162,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest162,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest162,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest162,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest162,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest162,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest162,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest162,8,快速・普通 / 自由,○,乗車可
jrwest162,9,宮島フェリー,－,対象外
jrwest204,0,新幹線,×,乗車不可
jrwest204,1,在来線特急・急行 / サンライズ,×,乗車不可
jrwest204,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可
jrwest204,3,在来線特急・急行 / はなあかり,×,乗車不可
jrwest204,4,在来線特急・急行 / グリーン,×,乗車不可
jrwest204,5,在来線特急・急行 / 指定,×,乗車不可
jrwest204,6,在来線特急・急行 / 自由,×,乗車不可
jrwest204,7,快速・普通 / Ａシート,▲,乗車券のみ有効
jrwest204,8,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest204,9,快速・普通 / 指定,▲,乗車券のみ有効
jrwest204,10,快速・普通 / 自由,○,乗車可
jrwest204,11,宮島フェリー,－,対象外
jrwest204,12,京阪電車 / ライナー,▲,乗車券のみ有効
jrwest204,13,京阪電車 / プレミアム,▲,乗車券のみ有効
jrwest204,14,京阪電車 / 普通,○,乗車可
jrwest152,0,新幹線,×,乗車不可
jrwest152,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest152,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest152,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest152,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest152,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest152,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest152,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest152,8,快速・普通 / 自由,○,乗車可
jrwest152,9,宮島フェリー,－,対象外
jrwest156,0,新幹線,×,乗車不可
jrwest156,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest156,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest156,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest156,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest156,5,快速・普通 / ライナー,▲,乗車券のみ有効
