ticket_id,col_index,facility_ja,availability,availability_meaning
jrwest156,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest156,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest156,8,快速・普通 / 自由,○,乗車可
jrwest156,9,宮島フェリー,－,対象外
jrwest203,0,新幹線,×,乗車不可
jrwest203,1,在来線特急・急行 / サンライズ,×,乗車不可
jrwest203,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可
jrwest203,3,在来線特急・急行 / はなあかり,×,乗車不可
jrwest203,4,在来線特急・急行 / グリーン,×,乗車不可
jrwest203,5,在来線特急・急行 / 指定,×,乗車不可
jrwest203,6,在来線特急・急行 / 自由,×,乗車不可
jrwest203,7,快速・普通 / Ａシート,▲,乗車券のみ有効
jrwest203,8,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest203,9,快速・普通 / 指定,▲,乗車券のみ有効
jrwest203,10,快速・普通 / 自由,○,乗車可
jrwest203,11,宮島フェリー,－,対象外
jrwest158,0,新幹線,×,乗車不可
jrwest158,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest158,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest158,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest158,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest158,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest158,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest158,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest158,8,快速・普通 / 自由,○,乗車可
jrwest158,9,宮島フェリー,－,対象外
jrwest157,0,新幹線,×,乗車不可
jrwest157,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest157,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest157,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest157,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest157,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest157,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest157,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest157,8,快速・普通 / 自由,○,乗車可
jrwest157,9,宮島フェリー,－,対象外
jrwest153,0,新幹線,×,乗車不可
jrwest153,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest153,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest153,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest153,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest153,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest153,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest153,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest153,8,快速・普通 / 自由,○,乗車可
jrwest153,9,宮島フェリー,－,対象外
jrwest155,0,新幹線,×,乗車不可
jrwest155,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest155,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest155,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest155,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest155,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest155,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest155,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest155,8,快速・普通 / 自由,○,乗車可
jrwest155,9,宮島フェリー,－,対象外
jrwest205,0,新幹線,×,乗車不可
jrwest205,1,在来線特急・急行 / サンライズ,×,乗車不可
jrwest205,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可
jrwest205,3,在来線特急・急行 / はなあかり,×,乗車不可
jrwest205,4,在来線特急・急行 / グリーン,×,乗車不可
jrwest205,5,在来線特急・急行 / 指定,×,乗車不可
jrwest205,6,在来線特急・急行 / 自由,×,乗車不可
jrwest205,7,快速・普通 / Ａシート,▲,乗車券のみ有効
jrwest205,8,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest205,9,快速・普通 / 指定,▲,乗車券のみ有効
jrwest205,10,快速・普通 / 自由,○,乗車可
jrwest205,11,宮島フェリー,－,対象外
jrwest205,12,京阪電車 / ライナー,▲,乗車券のみ有効
jrwest205,13,京阪電車 / プレミアム,▲,乗車券のみ有効
jrwest205,14,京阪電車 / 普通,○,乗車可
tantetsu70,0,特急 / グリーン車,▲,乗車券のみ有効
tantetsu70,1,特急 / 普通車指定,▲,乗車券のみ有効
tantetsu70,2,特急 / 普通車自由,○,乗車可
tantetsu70,3,快速・普通 / ライナー,▲,乗車券のみ有効
tantetsu70,4,快速・普通 / 丹後あかまつ,▲,乗車券のみ有効
tantetsu70,5,快速・普通 / 自由,○,乗車可
tantetsu61,0,特急 / グリーン車,▲,乗車券のみ有効
tantetsu61,1,特急 / 普通車指定,▲,乗車券のみ有効
tantetsu61,2,特急 / 普通車自由,▲,乗車券のみ有効
tantetsu61,3,快速・普通 / ライナー,▲,乗車券のみ有効
tantetsu61,4,快速・普通 / 丹後あかまつ,▲,乗車券のみ有効
tantetsu61,5,快速・普通 / 自由,○,乗車可
nankai92,0,特急座席指定車,▲,乗車券のみ有効
nankai92,1,特急・快速・普通,○,乗車可
jrwest79,0,新幹線,×,乗車不可
jrwest79,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest79,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest79,4,在来線特急・急行 / 自由,○,乗車可
jrwest79,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest79,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest79,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest79,8,快速・普通 / 自由,○,乗車可
jrwest66,0,新幹線,×,乗車不可
jrwest66,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest66,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest66,3,在来線特急・急行 / 指定,×,乗車不可
jrwest66,4,在来線特急・急行 / 自由,×,乗車不可
jrwest66,5,快速・普通 / ライナー,－,対象外
jrwest66,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest66,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest66,8,快速・普通 / 自由,○,乗車可
jrwest66,9,宮島フェリー,－,対象外
jrwest49,0,新幹線,×,乗車不可
jrwest49,1,在来線特急・急行 / サンライズ出雲,－,対象外
jrwest49,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest49,3,在来線特急・急行 / 指定,×,乗車不可
jrwest49,4,在来線特急・急行 / 自由,×,乗車不可
jrwest49,5,快速・普通 / ライナー,－,対象外
jrwest49,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest49,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest49,8,快速・普通 / 自由,○,乗車可
jrwest49,9,宮島フェリー,－,対象外
jrwest68,0,新幹線,×,乗車不可
jrwest68,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest68,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest68,3,在来線特急・急行 / 指定,×,乗車不可
jrwest68,4,在来線特急・急行 / 自由,×,乗車不可
jrwest68,5,快速・普通 / ライナー,－,対象外
jrwest68,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest68,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest68,8,快速・普通 / 自由,○,乗車可
jrwest68,9,宮島フェリー,－,対象外
jrwest166,0,東海道新幹線,×,乗車不可
jrwest166,1,山陽新幹線 / グリーン車,×,乗車不可
jrwest166,2,山陽新幹線 / 普通車指定,×,乗車不可
jrwest166,3,山陽新幹線 / 普通車自由,×,乗車不可
jrwest166,4,北陸新幹線 / グランクラス,×,乗車不可
jrwest166,5,北陸新幹線 / グリーン車,×,乗車不可
jrwest166,6,北陸新幹線 / 普通車指定,×,乗車不可
jrwest166,7,北陸新幹線 / 普通車自由,×,乗車不可
jrwest166,8,在来線特急・急行 / 寝台車,×,乗車不可
jrwest166,9,在来線特急・急行 / グリーン車,×,乗車不可
jrwest166,10,在来線特急・急行 / 普通車指定,▲,乗車券のみ有効
jrwest166,11,在来線特急・急行 / 普通車自由,▲,乗車券のみ有効
jrwest166,12,快速・普通 / グリーン車指定,▲,乗車券のみ有効
jrwest166,13,快速・普通 / グリーン車自由,▲,乗車券のみ有効
jrwest166,14,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest166,15,快速・普通 / 指定,▲,乗車券のみ有効
jrwest166,16,快速・普通 / 自由,○,乗車可
jrwest61,0,新幹線,×,乗車不可
jrwest61,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest61,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest61,3,在来線特急・急行 / 指定,×,乗車不可
jrwest61,4,在来線特急・急行 / 自由,×,乗車不可
jrwest61,5,快速・普通 / ライナー,－,対象外
jrwest61,6,快速・普通 / グリーン,×,乗車不可
jrwest61,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest61,8,快速・普通 / 自由,○,乗車可
jrwest61,9,宮島フェリー,○,乗車可
jrwest62,0,新幹線,×,乗車不可
jrwest62,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest62,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest62,3,在来線特急・急行 / 指定,×,乗車不可
jrwest62,4,在来線特急・急行 / 自由,×,乗車不可
jrwest62,5,快速・普通 / ライナー,－,対象外
jrwest62,6,快速・普通 / グリーン,×,乗車不可
jrwest62,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest62,8,快速・普通 / 自由,○,乗車可
jrwest62,9,宮島フェリー,○,乗車可
jrwest301,0,新幹線,×,乗車不可
jrwest301,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest301,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest301,3,在来線特急・急行 / 指定,×,乗車不可
jrwest301,4,在来線特急・急行 / 自由,×,乗車不可
jrwest301,5,快速・普通 / ライナー,－,対象外
jrwest301,6,快速・普通 / グリーン,×,乗車不可
jrwest301,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest301,8,快速・普通 / 自由,○,乗車可
jrwest301,9,宮島フェリー,○,乗車可
jrwest69,0,新幹線,×,乗車不可
jrwest69,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest69,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest69,3,在来線特急・急行 / 指定,×,乗車不可
jrwest69,4,在来線特急・急行 / 自由,×,乗車不可
jrwest69,5,快速・普通 / ライナー,－,対象外
jrwest69,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest69,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest69,8,快速・普通 / 自由,○,乗車可
jrwest69,9,宮島フェリー,－,対象外
jrwest58,0,新幹線,×,乗車不可
jrwest58,1,在来線特急・急行 / サンライズ出雲,－,対象外
jrwest58,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest58,3,在来線特急・急行 / 指定,×,乗車不可
jrwest58,4,在来線特急・急行 / 自由,×,乗車不可
jrwest58,5,快速・普通 / ライナー,－,対象外
jrwest58,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest58,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest58,8,快速・普通 / 自由,○,乗車可
jrwest58,9,宮島フェリー,－,対象外
jrwest85,0,新幹線,×,乗車不可
jrwest85,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest85,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest85,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest85,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest85,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest85,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest85,8,快速・普通 / 自由,○,乗車可
jrwest132,0,新幹線,×,乗車不可
jrwest132,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest132,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest132,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest132,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest132,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest132,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest132,8,快速・普通 / 自由,○,乗車可
jrwest133,0,新幹線,×,乗車不可
jrwest133,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest133,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest133,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest133,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest133,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest133,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest133,8,快速・普通 / 自由,○,乗車可
jrwest148,0,新幹線,×,乗車不可
jrwest148,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest148,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest148,3,在来線特急・急行 / 指定,×,乗車不可
jrwest148,4,在来線特急・急行 / 自由,×,乗車不可
jrwest148,5,快速・普通 / ライナー,－,対象外
jrwest148,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest148,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest148,8,快速・普通 / 自由,○,乗車可
jrwest148,9,宮島フェリー,－,対象外
jrwest165,0,東海道新幹線,×,乗車不可
jrwest165,1,山陽新幹線 / グリーン車,×,乗車不可
jrwest165,2,山陽新幹線 / 普通車指定,×,乗車不可
jrwest165,3,山陽新幹線 / 普通車自由,×,乗車不可
jrwest165,4,北陸新幹線 / グランクラス,×,乗車不可
jrwest165,5,北陸新幹線 / グリーン車,×,乗車不可
jrwest165,6,北陸新幹線 / 普通車指定,×,乗車不可
jrwest165,7,北陸新幹線 / 普通車自由,×,乗車不可
jrwest165,8,在来線特急・急行 / 寝台車,×,乗車不可
jrwest165,9,在来線特急・急行 / グリーン車,×,乗車不可
jrwest165,10,在来線特急・急行 / 普通車指定,▲,乗車券のみ有効
jrwest165,11,在来線特急・急行 / 普通車自由,▲,乗車券のみ有効
jrwest165,12,快速・普通 / グリーン車指定,▲,乗車券のみ有効
jrwest165,13,快速・普通 / グリーン車自由,▲,乗車券のみ有効
jrwest165,14,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest165,15,快速・普通 / 指定,▲,乗車券のみ有効
jrwest165,16,快速・普通 / 自由,○,乗車可
jrwest140,0,東海道新幹線,×,乗車不可
jrwest140,1,山陽新幹線 / グリーン車,×,乗車不可
jrwest140,2,山陽新幹線 / 普通車指定,×,乗車不可
jrwest140,3,山陽新幹線 / 普通車自由,×,乗車不可
jrwest140,4,北陸新幹線 / グランクラス,×,乗車不可
jrwest140,5,北陸新幹線 / グリーン車,×,乗車不可
jrwest140,6,北陸新幹線 / 普通車指定,×,乗車不可
jrwest140,7,北陸新幹線 / 普通車自由,×,乗車不可
jrwest140,8,在来線特急・急行 / 寝台車,×,乗車不可
jrwest140,9,在来線特急・急行 / グリーン車,×,乗車不可
jrwest140,10,在来線特急・急行 / 普通車指定,▲,乗車券のみ有効
jrwest140,11,在来線特急・急行 / 普通車自由,▲,乗車券のみ有効
jrwest140,12,快速・普通 / グリーン車指定,▲,乗車券のみ有効
jrwest140,13,快速・普通 / グリーン車自由,▲,乗車券のみ有効
jrwest140,14,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest140,15,快速・普通 / 指定,▲,乗車券のみ有効
jrwest140,16,快速・普通 / 自由,○,乗車可
jrwest57,0,新幹線,×,乗車不可
jrwest57,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest57,2,在来線特急・急行 / グリーン,×,乗車不可
jrwest57,3,在来線特急・急行 / 指定,×,乗車不可
jrwest57,4,在来線特急・急行 / 自由,×,乗車不可
jrwest57,5,快速・普通 / ライナー,－,対象外
jrwest57,6,快速・普通 / グリーン,×,乗車不可
jrwest57,7,快速・普通 / 指定,×,乗車不可
jrwest57,8,快速・普通 / 自由,○,乗車可
jrwest57,9,宮島フェリー,－,対象外
jrwest130,0,新幹線,×,乗車不可
jrwest130,1,在来線特急・急行 / サンライズ出雲,×,乗車不可
jrwest130,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効
jrwest130,3,在来線特急・急行 / 指定,▲,乗車券のみ有効
jrwest130,4,在来線特急・急行 / 自由,▲,乗車券のみ有効
jrwest130,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrwest130,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrwest130,7,快速・普通 / 指定,▲,乗車券のみ有効
jrwest130,8,快速・普通 / 自由,○,乗車可
jrwest130,9,宮島フェリー,－,対象外
jrsikoku01,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku01,1,在来線特急列車 / ものがたり列車,▲,乗車券のみ有効
jrsikoku01,2,在来線特急列車 / 伊予灘ものがたりのグリーン個室,×,乗車不可
jrsikoku01,3,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku01,4,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku01,5,サンライズ瀬戸号,×,乗車不可
jrsikoku01,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku01,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku01,8,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku01,9,快速・普通 / 自由,○,乗車可
jrsikoku01,10,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku01,11,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku02,0,在来線特急列車 / グリーン車,○,乗車可
jrsikoku02,1,在来線特急列車 / ものがたり列車,▲,乗車券のみ有効
jrsikoku02,2,在来線特急列車 / 伊予灘ものがたりのグリーン個室,×,乗車不可
jrsikoku02,3,在来線特急列車 / 普通車指定,○,乗車可
jrsikoku02,4,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku02,5,サンライズ瀬戸号,×,乗車不可
jrsikoku02,6,快速・普通 / グリーン,○,乗車可
jrsikoku02,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku02,8,快速・普通 / 指定,○,乗車可
jrsikoku02,9,快速・普通 / 自由,○,乗車可
jrsikoku02,10,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku02,11,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku11,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku11,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku11,2,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku11,3,サンライズ瀬戸号,×,乗車不可
jrsikoku11,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku11,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku11,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku11,7,快速・普通 / 自由,○,乗車可
jrsikoku11,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku11,9,ＪＲ四国バス / 路線バス,×,乗車不可
jrsikoku08,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku08,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku08,2,在来線特急列車 / 普通車自由,▲,乗車券のみ有効
jrsikoku08,3,サンライズ瀬戸号,×,乗車不可
jrsikoku08,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku08,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku08,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku08,7,快速・普通 / 自由,○,乗車可
jrsikoku08,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku08,9,ＪＲ四国バス / 路線バス,×,乗車不可
jrsikoku13,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku13,1,在来線特急列車 / ものがたり列車,▲,乗車券のみ有効
jrsikoku13,2,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku13,3,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku13,4,サンライズ瀬戸号,×,乗車不可
jrsikoku13,5,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku13,6,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku13,7,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku13,8,快速・普通 / 自由,○,乗車可
jrsikoku13,9,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku13,10,ＪＲ四国バス / 路線バス,×,乗車不可
jrsikoku03,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku03,1,在来線特急列車 / ものがたり列車,▲,乗車券のみ有効
jrsikoku03,2,在来線特急列車 / 伊予灘ものがたりのグリーン個室,×,乗車不可
jrsikoku03,3,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku03,4,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku03,5,サンライズ瀬戸号,×,乗車不可
jrsikoku03,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku03,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku03,8,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku03,9,快速・普通 / 自由,○,乗車可
jrsikoku03,10,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku03,11,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku16,0,在来線特急列車 / グリーン車,×,乗車不可
jrsikoku16,1,在来線特急列車 / ものがたり列車,×,乗車不可
jrsikoku16,2,在来線特急列車 / 伊予灘ものがたりのグリーン個室,×,乗車不可
jrsikoku16,3,在来線特急列車 / 普通車指定,×,乗車不可
jrsikoku16,4,在来線特急列車 / 普通車自由,×,乗車不可
jrsikoku16,5,サンライズ瀬戸号,×,乗車不可
jrsikoku16,6,快速・普通 / グリーン,×,乗車不可
jrsikoku16,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku16,8,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku16,9,快速・普通 / 自由,○,乗車可
jrsikoku16,10,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku16,11,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku06,1,在来線特急列車 / グリーン車,○,乗車可
jrsikoku06,2,在来線特急列車 / ものがたり列車,▲,乗車券のみ有効
jrsikoku06,3,在来線特急列車 / 普通車指定,○,乗車可
jrsikoku06,4,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku06,5,サンライズ瀬戸号,×,乗車不可
jrsikoku06,6,快速・普通 / グリーン車,○,乗車可
jrsikoku06,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku06,8,快速・普通 / 指定,○,乗車可
jrsikoku06,9,快速・普通 / 自由,○,乗車可
jrsikoku06,10,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku06,11,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku87,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku87,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku87,2,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku87,3,サンライズ瀬戸号,×,乗車不可
jrsikoku87,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku87,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku87,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku87,7,快速・普通 / 自由,○,乗車可
jrsikoku87,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku87,9,ＪＲ四国バス / 路線バス,×,乗車不可
jrsikoku81,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku81,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku81,2,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku81,3,サンライズ瀬戸号,×,乗車不可
jrsikoku81,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku81,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku81,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku81,7,快速・普通 / 自由,○,乗車可
jrsikoku81,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku81,9,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku67,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku67,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku67,2,在来線特急列車 / 普通車自由,▲,乗車券のみ有効
jrsikoku67,3,サンライズ瀬戸号,×,乗車不可
jrsikoku67,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku67,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku67,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku67,7,快速・普通 / 自由,○,乗車可
jrsikoku67,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku67,9,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku101,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku101,1,在来線特急列車 / ものがたり列車,▲,乗車券のみ有効
jrsikoku101,2,在来線特急列車 / 伊予灘ものがたりのグリーン個室,×,乗車不可
jrsikoku101,3,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku101,4,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku101,5,サンライズ瀬戸号,×,乗車不可
jrsikoku101,6,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku101,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku101,8,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku101,9,快速・普通 / 自由,○,乗車可
jrsikoku101,10,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku101,11,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku66,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku66,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku66,2,在来線特急列車 / 普通車自由,○,乗車可
jrsikoku66,3,サンライズ瀬戸号,×,乗車不可
jrsikoku66,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku66,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku66,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku66,7,快速・普通 / 自由,○,乗車可
jrsikoku66,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku66,9,ＪＲ四国バス / 路線バス,○,乗車可
jrsikoku65,0,在来線特急列車 / グリーン車,▲,乗車券のみ有効
jrsikoku65,1,在来線特急列車 / 普通車指定,▲,乗車券のみ有効
jrsikoku65,2,在来線特急列車 / 普通車自由,▲,乗車券のみ有効
jrsikoku65,3,サンライズ瀬戸号,×,乗車不可
jrsikoku65,4,快速・普通 / グリーン,▲,乗車券のみ有効
jrsikoku65,5,快速・普通 / ライナー,▲,乗車券のみ有効
jrsikoku65,6,快速・普通 / 指定,▲,乗車券のみ有効
jrsikoku65,7,快速・普通 / 自由,○,乗車可
jrsikoku65,8,ＪＲ四国バス / 高速バス,×,乗車不可
jrsikoku65,9,ＪＲ四国バス / 路線バス,×,乗車不可
jrkyusyu01,0,九州新幹線 / 普通車指定,×,乗車不可
jrkyusyu01,1,九州新幹線 / 普通車自由,×,乗車不可
jrkyusyu01,2,特急・急行 / グリーン,×,乗車不可
jrkyusyu01,3,特急・急行 / DXグリーン,×,乗車不可
jrkyusyu01,4,特急・急行 / グリーン個室,×,乗車不可
jrkyusyu01,5,特急・急行 / 普通車指定,×,乗車不可
jrkyusyu01,6,特急・急行 / 普通車自由,△,条件付き利用可
jrkyusyu01,7,快速・普通 / ライナー,▲,乗車券のみ有効
jrkyusyu01,8,快速・普通 / 指定,▲,乗車券のみ有効
jrkyusyu01,9,快速・普通 / 自由,○,乗車可
