ticket_id,passenger_type,channel,variant,price_jpy,price_raw
hakone01,大人,,,5000,"大人：5,000円"
hakone01,小人,,,1000,"小人：1,000円"
hakone01,大人,,,5400,"大人：5,400円"
hakone01,小人,,,1250,"小人：1,250円"
hakone14,大人,,,5000,"大人：5,000円"
hakone14,小人,,,1000,"小人：1,000円"
hakone14,大人,,,5400,"大人：5,400円"
hakone14,小人,,,1250,"小人：1,250円"
hakone15,大人,,,3800,"大人：3,800円"
hakone15,小人,,,900,小人：900円
hakone11,大人,,,3700,"大人：3,700円"
hakone11,小人,,,980,小人：980円
hakone13,大人,,,1580,"大人：1,580円"
hakone13,小人,,,500,小人：500円
daiyuzan01,大人,,,620,大人：620円
daiyuzan01,小人,,,320,小人：320円
daiyuzan91,大人,,,1150,"大人：1,150円"
jrtokai06,大人,,,2200,"大人：2,200円"
jrtokai06,小人,,,1100,"小人：1,100円"
jrtokai07,大人,,,2200,"大人：2,200円"
jrtokai07,小人,,,1100,"小人：1,100円"
jrtokai87,大人,,,1500,"大人：1,500円"
jrtokai87,小人,,,750,小人：750円
jrtokai83,大人,,,2000,"大人：2,000円"
jrtokai83,小人,,,1000,"小人：1,000円"
jrtokai84,大人,,,2000,"大人：2,000円"
jrtokai84,小人,,,1000,"小人：1,000円"
jrtokai85,大人,,,2000,"大人：2,000円"
jrtokai85,小人,,,1000,"小人：1,000円"
jrtokai01,大人,,,2620,"大人：2,620円"
jrtokai01,小人,,,1310,"小人：1,310円"
jrtokai03,大人,,,2720,"大人：2,720円"
jrtokai03,小人,,,1360,"小人：1,360円"
jrtokai08,大人,,,9200,"大人：9,200円"
jrtokai08,小人,,,4330,"小人：4,330円"
jrtokai09,大人,,,24500,"大人：24,500円"
jrtokai09,小人,,,12250,"小人：12,250円"
jrtokai89,大人,,,3900,"大人：3,900円"
jrtokai89,小人,,,1900,"小人：1,900円"
jrtokai88,大人,,,3900,"大人：3,900円"
jrtokai88,小人,,,1900,"小人：1,900円"
izukyu51,大人,,,3000,"大人：3,000円"
izukyu51,小人,,,1000,"小人：1,000円"
izukyu52,大人,,,1800,"大人：1,800円"
izukyu52,小人,,,900,小人：900円
izukyu53,大人,,,3980,"大人：3,980円"
izukyu53,小人,,,2980,"小人：2,980円"
izukyu54,大人,,,3980,"大人：3,980円"
izukyu101,大人,,,1500,"大人：1,500円"
izukyu101,小人,,,750,小人：750円
sunzu01,大人,,,1100,"大人：1,100円"
sunzu01,小人,,,560,小人：560円
sunzu91,大人,,,1680,"大人：1,680円"
sunzu85,大人,,,1500,"大人：1,500円"
fujikyu91,大人,,,3000,"大人：3,000円"
fujikyu91,小人,,,1500,"小人：1,500円"
fujikyu91,大人,,,2400,"大人：2,400円"
fujikyu91,小人,,,1200,"小人：1,200円"
fujikyu11,大人,,,4700,"大人：4,700円"
fujikyu11,小人,,,2360,"小人：2,360円"
fujikyu12,大人,,,3300,"大人：3,300円"
fujikyu12,小人,,,1660,"小人：1,660円"
fujikyu13,大人,,,510,大人：510円
fujikyu13,小人,,,360,小人：360円
fujikyu14,大人,,,3000,"大人：3,000円"
fujikyu14,小人,,,2000,"小人：2,000円"
fujikyu71,小人,,,100,小人：100円
gakunan11,大人,,,750,大人：750円
gakunan11,小人,,,310,小人：310円
gakunan02,小人,,,210,小人：210円
gakunan93,大人,,,750,大人：750円
gakunan100,大人,,,750,大人：750円
gakunan101,大人,,,920,大人：920円
shizutetsu01,大人,,,700,大人：700円
shizutetsu01,小人,,,350,小人：350円
shizutetsu11,大人,,,1600,"大人：1,600円"
shizutetsu11,小人,,,800,小人：800円
shizutetsu95,大人,,,800,大人：800円
shizutetsu93,,,,500,中高生：500円
shizutetsu92,,,,500,中高生：500円
shizutetsu91,,,,500,中高生：500円
oigawa96,大人,,,4800,"大人：4,800円"
oigawa96,小人,,,2400,"小人：2,400円"
oigawa96,大人,,,2400,"大人：2,400円"
oigawa96,小人,,,1200,"小人：1,200円"
oigawa16,大人,,,880,大人：880円
oigawa16,小人,,,440,小人：440円
tenhama02,大人,,,1950,"大人：1,950円"
tenhama02,小人,,,980,小人：980円
tenhama03,大人,,,1550,"大人：1,550円"
tenhama03,小人,,,780,小人：780円
tenhama04,大人,,,1550,"大人：1,550円"
tenhama04,小人,,,780,小人：780円
tenhama11,大人,,,1600,"大人：1,600円"
tenhama11,小人,,,800,小人：800円
tenhama12,大人,,,1600,"大人：1,600円"
tenhama12,小人,,,800,小人：800円
entetu71,大人,,,1200,"大人：1,200円"
entetu71,小人,,,600,小人：600円
entetu71,大人,,,1800,"大人：1,800円"
entetu71,小人,,,900,小人：900円
entetu71,大人,,,2800,"大人：2,800円"
entetu71,小人,,,1400,"小人：1,400円"
entetu72,大人,,,2300,"大人：2,300円"
entetu72,小人,,,1200,"小人：1,200円"
entetu72,大人,,,2800,"大人：2,800円"
entetu72,小人,,,1400,"小人：1,400円"
entetu72,大人,,,3600,"大人：3,600円"
entetu72,小人,,,1800,"小人：1,800円"
tenhama81,大人,,,1950,"大人：1,950円"
tenhama101,大人,,,1950,"大人：1,950円"
entetu02,大人,,,1200,"大人：1,200円"
entetu02,小人,,,600,小人：600円
entetu01,大人,,,1570,"大人：1,570円"
entetu01,小人,,,790,小人：790円
toyotetu01,大人,,,1100,"大人：1,100円"
toyotetu01,小人,,,550,小人：550円
toyotetu02,大人,,,550,大人：550円
toyotetu02,小人,,,280,小人：280円
toyotetu03,大人,,,1100,"大人：1,100円"
toyotetu03,小人,,,550,小人：550円
toyotetu04,大人,,,1200,"大人：1,200円"
toyotetu04,小人,,,650,小人：650円
toyotetu05,大人,,,2100,"大人：2,100円"
toyotetu05,小人,,,1050,"小人：1,050円"
toyotetu06,大人,,,3300,"大人：3,300円"
toyotetu06,小人,,,1650,"小人：1,650円"
toyotetu92,大人,,,1700,"大人：1,700円"
toyotetu94,大人,,,1500,"大人：1,500円"
toyotetu94,小人,,,750,小人：750円
nagoya01,大人,,,760,大人：760円
nagoya01,小人,,,380,小人：380円
nagoya12,大人,,,870,大人：870円
nagoya12,小人,,,430,小人：430円
nagoya02,大人,,,620,大人：620円
nagoya02,小人,,,310,小人：310円
nagoya98,大人,,,620,大人：620円
nagoya89,大人,,,620,大人：620円
nagoya90,大人,,,870,大人：870円
nagoya87,大人,,,870,大人：870円
nagoya88,大人,,,620,大人：620円
nagoya96,大人,,,620,大人：620円
nagoya103,大人,,,870,大人：870円
nagoya104,大人,,,870,大人：870円
nagoya105,大人,,,870,大人：870円
nagoya93,大人,,,2000,"大人：2,000円"
nagoya91,小人,,,310,小人：310円
nagoya92,大人,,,2100,"大人：2,100円"
meitetu01,大人,,,4400,"大人：4,400円"
meitetu01,小人,,,2200,"小人：2,200円"
meitetu11,大人,,,3400,"大人：3,400円"
meitetu11,小人,,,1700,"小人：1,700円"
meitetu12,大人,,,1100,"大人：1,100円"
meitetu12,小人,,,810,小人：810円
meitetu101,大人,,,3700,"大人：3,700円"
meitetu101,小人,,,3700,"小人：3,700円"
meitetu94,大人,,,3700,"大人：3,700円"
meitetu100,小人,,,150,小人：150円
333,大人,,,6200,"大人：6,200円"
333,大人,,,8200,"大人：8,200円"
meitetu95,大人,,,2200,"大人：2,200円"
kintetu03,大人,,,5000,"大人：5,000円"
kintetu03,小人,,,2500,"小人：2,500円"
kintetu71,大人,,,3000,"大人：3,000円"
kintetu71,小人,,,1500,"小人：1,500円"
kintetu63,大人,,,3800,"大人：3,800円"
kintetu63,小人,,,2400,"小人：2,400円"
kintetu73,大人,,,2500,"大人／小人：2,500円"
linimo01,大人,,,800,大人：800円
linimo01,小人,,,400,小人：400円
aikan81,大人,,,1700,"大人：1,700円"
aikan81,小人,,,850,小人：850円
aikan96,大人,,,1500,"大人：1,500円"
aikan96,小人,,,750,小人：750円
guideway91,大人,,,500,大人：500円
guideway91,小人,,,250,小人：250円
guideway92,大人,,,1000,"大人：1,000円"
aonami91,大人,,,800,大人：800円
aonami91,小人,,,400,小人：400円
akechi03,大人,,,1380,"大人：1,380円"
akechi03,小人,,,700,小人：700円
akechi99,大人,,,1380,"大人：1,380円"
akechi91,大人,,,1380,"大人：1,380円"
akechi87,大人,,,1380,"大人：1,380円"
nagaragawa01,大人,,,2700,"大人：2,700円"
nagaragawa01,小人,,,1350,"小人：1,350円"
nagaragawa91,大人,,,2700,"大人：2,700円"
nagaragawa91,小人,,,1350,"小人：1,350円"
nagaragawa92,,,,2000,"中高生：2,000円"
nagaragawa81,大人,,,900,大人：900円
nagaragawa81,小人,,,450,小人：450円
nagaragawa86,大人,,,1000,"大人：1,000円"
yoro11,大人,,,1500,"大人：1,500円"
yoro11,小人,,,750,小人：750円
yoro91,大人,,,1500,"大人：1,500円"
yoro95,大人,,,1500,"大人：1,500円"
yoro95,小人,,,750,小人：750円
tarumi02,大人,,,1800,"大人：1,800円"
tarumi02,小人,,,900,小人：900円
asunarou01,大人,,,550,大人：550円
asunarou01,小人,,,280,小人：280円
sangi11,大人,,,1200,"大人：1,200円"
sangi11,小人,,,600,小人：600円
sangi12,大人,,,1200,"大人：1,200円"
sangi12,小人,,,600,小人：600円
sangi92,大人,,,1200,"大人：1,200円"
sangi92,小人,,,600,小人：600円
ise91,大人,,,1000,"大人：1,000円"
ise91,小人,,,500,小人：500円
ise92,大人,,,1000,"大人：1,000円"
ise92,小人,,,500,小人：500円
ise94,大人,,,600,大人：600円
ise94,小人,,,300,小人：300円
ise93,大人,,,1000,"大人：1,000円"
ise93,小人,,,500,小人：500円
jreast66,おとな,,,2830,"おとな：2,830円"
jreast66,こども,,,1110,"こども：1,110円"
jreast58,大人,,,1570,"大人：1,570円"
jreast58,小人,,,780,小人：780円
jreast60,大人,,,3300,"大人：3,300円"
jreast60,小人,,,1650,"小人：1,650円"
jrwest41,大人,,,2950,"大人：2,950円"
jrwest41,小人,,,1180,"小人：1,180円"
jrwest46,大人,,,3250,"大人：3,250円"
jrwest46,小人,,,1620,"小人：1,620円"
jrwest40,大人,,,2200,"大人：2,200円"
jrwest40,小人,,,1600,"小人：1,600円"
jrwest42,大人,,,2300,"大人：2,300円"
jrwest42,小人,,,1200,"小人：1,200円"
jrwest39,大人,,,1550,"大人：1,550円"
jrwest39,小人,,,770,小人：770円
jrwest45,,,,10110,"大人：110ポイント＋10,110円／小人：110ポイント＋5,110円"
hokuhoku01,大人,,,1800,"大人：1,800円"
hokuhoku01,小人,,,900,小人：900円
hokuhoku92,大人,,,1400,"大人：1,400円"
echigo03,大人,,,2400,"大人：2,400円"
echigo03,小人,,,1200,"小人：1,200円"
echigo93,大人,,,1200,"大人：1,200円"
echigo98,大人,,,3000,"大人：3,000円"
echigo98,小人,,,1500,"小人：1,500円"
echigo02,大人,,,1800,"大人：1,800円"
echigo02,小人,,,600,小人：600円
echigo91,大人,,,1000,"大人：1,000円"
ueda02,大人,,,1180,"大人：1,180円"
ueda02,小人,,,600,小人：600円
sinano32,大人,,,1880,"大人：1,880円"
sinano32,小人,,,940,小人：940円
ueda04,大人,,,1240,"大人：1,240円"
ueda04,小人,,,620,小人：620円
ueda102,大人,,,1180,"大人：1,180円"
sinano33,大人,,,2500,"大人：2,500円"
sinano33,小人,,,1250,"小人：1,250円"
sinano33,大人,,,3600,"大人：3,600円"
sinano33,小人,,,1800,"小人：1,800円"
sinano11,大人,,,1400,"大人：1,400円"
sinano11,小人,,,700,小人：700円
sinano11,大人,,,1100,"大人：1,100円"
sinano11,小人,,,550,小人：550円
sinano30,大人,,,2300,"大人：2,300円"
sinano30,小人,,,1150,"小人：1,150円"
sinano30,大人,,,2000,"大人：2,000円"
sinano30,小人,,,1000,"小人：1,000円"
nagaden01,大人,,,3520,"大人：3,520円"
nagaden01,小人,,,1760,"小人：1,760円"
nagaden01,大人,,,2820,"大人：2,820円"
nagaden01,小人,,,1410,"小人：1,410円"
nagaden06,大人,,,4800,"大人：4,800円"
nagaden06,小人,,,2400,"小人：2,400円"
nagaden05,大人,,,5000,"大人：5,000円"
nagaden05,小人,,,2500,"小人：2,500円"
nagaden07,小学生,,,620,小学生：620円
matuden01,大人,,,1420,"大人：1,420円"
matuden01,小人,,,710,小人：710円
matuden91,大人,,,1000,"大人：1,000円"
matuden91,小人,,,300,小人：300円
matuden92,大人,,,1000,"大人：1,000円"
matuden92,小人,,,300,小人：300円
matuden94,大人,,,700,大人：700円
matuden94,小人,,,350,小人：350円
titetu01,大人,,,6000,"大人：6,000円"
titetu01,小人,,,3000,"小人：3,000円"
titetu05,大人,,,3400,"大人：3,400円"
titetu05,小人,,,1700,"小人：1,700円"
titetu02,大人,,,650,大人：650円
titetu02,小人,,,330,小人：330円
titetu09,大人,,,1500,"大人：1,500円"
titetu09,大人,,,1000,"大人：1,000円"
titetu06,大人,,,1250,"大人：1,250円"
titetu06,小人,,,1030,"小人：1,030円"
titetu07,大人,,,950,大人：950円
titetu07,小人,,,700,小人：700円
titetu08,大人,,,1500,"大人：1,500円"
titetu08,小人,,,980,小人：980円
titetu93,大人,,,4500,"大人：4,500円"
titetu93,小人,,,2700,"小人：2,700円"
titetu94,大人,,,3000,"大人：3,000円"
titetu94,小人,,,1950,"小人：1,950円"
titetu99,大人,,,500,大人：500円
titetu92,大人,,,500,大人：500円
titetu92,小人,,,250,小人：250円
titetu90,中学生,,,6500,"中学生：6,500円"
titetu90,小学生,,,3500,"小学生：3,500円"
titetu91,大人,,,2600,"大人：2,600円"
titetu91,小人,,,1300,"小人：1,300円"
kurobekyokoku01,大人,,プレミアムタイプ,5100,"5,100円"
kurobekyokoku01,小人,,プレミアムタイプ,3100,"3,100円"
kurobekyokoku01,大人,,ベーシックタイプ,4000,"4,000円"
kurobekyokoku01,小人,,ベーシックタイプ,2000,"2,000円"
ainokaze01,大人,,,1500,"大人：1,500円"
ainokaze01,小人,,,750,小人：750円
irtoyama01,大人,,,2000,"大人：2,000円"
irtoyama01,小人,,,1000,"小人：1,000円"
toyama111,大人,,,1000,"大人：1,000円"
toyama111,小人,,,500,小人：500円
hokuriku3ken,大人,,,2800,"大人：2,800円"
hokuriku3ken,小人,,,1400,"小人：1,400円"
manyo01,大人,,,900,大人：900円
manyo01,小人,,,450,小人：450円
manyo03,大人,,,1100,"大人：1,100円"
manyo03,小人,,,550,小人：550円
manyo04,大人,,,500,大人：500円
manyo04,小人,,,250,小人：250円
manyo05,大人,,,2300,"大人：2,300円"
manyo05,小人,,,1900,"小人：1,900円"
ishikawa04,大人,,,600,大人：600円
ishikawa04,小人,,,300,小人：300円
ishikawa01,大人,,,500,大人：500円
ishikawa02,大人,,,1000,"大人：1,000円"
ishikawa03,大人,,,1500,"大人：1,500円"
ishikawa11,大人,,,400,大人：400円
ishikawa11,小人,,,100,小人：100円
ishikawa11,中学生,,,200,中学生：200円
ishikawa12,大人,,,400,大人：400円
ishikawa12,小人,,,100,小人：100円
ishikawa12,中学生,,,200,中学生：200円
ishikawa13,大人,,,400,大人：400円
ishikawa13,小人,,,100,小人：100円
ishikawa13,中学生,,,200,中学生：200円
ishikawa14,大人,,,800,大人：800円
ishikawa14,小人,,,200,小人：200円
ishikawa14,中学生,,,400,中学生：400円
ishikawa102,大人,,,400,大人：400円
ishikawa102,小人,,,200,小人：200円
ishikawa103,大人,,,400,大人：400円
ishikawa103,小人,,,200,小人：200円
ishikawa121,大人,,,400,大人：400円
ishikawa122,大人,,,400,大人：400円
ishikawa123,大人,,,400,大人：400円
ishikawa97,大人,,,500,大人：500円
ishikawa98,大人,,,1000,"大人：1,000円"
ishikawa99,大人,,,2000,"大人：2,000円"
ishikawa100,大人,,,200,大人：200円
ishikawa100,中学生,,,100,中学生：100円
ishikawa100,小人,,,50,小人：50円
noto02,大人,,,3000,"大人：3,000円"
noto01,大人,,,1000,"大人：1,000円"
noto01,小人,,,500,小人：500円
noto95,大人,,,1000,"大人：1,000円"
noto95,小人,,,500,小人：500円
hokuriku01,大人,,,1100,"大人：1,100円"
hokuriku01,小人,,,550,小人：550円
hokuriku05,大人,,,800,大人：800円
hokuriku05,小人,,,400,小人：400円
hokuriku93,大人,,,500,大人：500円
hokuriku92,大人,,,600,大人：600円
hokuriku03,大人,,,500,大人：500円
hokuriku03,小人,,,250,小人：250円
hokuriku04,大人,,,600,大人：600円
hokuriku04,小人,,,300,小人：300円
hokuriku91,大人,,,1600,"大人：1,600円"
hapilinefukui01,大人,,,1500,"大人：1,500円"
hapilinefukui01,小人,,,750,小人：750円
etizen03,大人,,,1700,"大人：1,700円"
etizen03,小人,,,900,小人：900円
etizen04,大人,,,2500,"大人：2,500円"
fukui_maas01,大人,,,2900,"大人：2,900円"
fukui_maas01,小人,,,1450,"小人：1,450円"
etizen01,大人,,,1200,"大人：1,200円"
etizen01,小人,,,600,小人：600円
etizen01,大人,,,1000,"大人：1,000円"
etizen01,小人,,,500,小人：500円
etizenfukui01,大人,,,1700,"大人：1,700円"
etizenfukui01,小人,,,850,小人：850円
etizen91,大人,,,1800,"大人：1,800円"
etizen91,小人,,,1000,"小人：1,000円"
fukutetu73,,,,2200,"2,200円"
etizenfukui02,大人,,,2100,"大人：2,100円"
etizenfukui02,小人,,,1100,"小人：1,100円"
fukutetu01,大人,,,600,大人：600円
fukutetu01,小人,,,300,小人：300円
fukutetu05,大人,,,1300,"大人：1,300円"
fukutetu05,小人,,,650,小人：650円
fukutetu77,,,,1200,"大人2名＋小人2名：1,200円 
 大人1名＋小人2名：800円"
fukutetu04,大人,,,500,大人：500円
fukutetu90,,,,880,880円
fukutetu92,大人,,,1100,"大人：1,100円"
fukutetu74,大人,,,500,大人：500円
fukutetu74,小人,,,250,小人：250円
fukutetu75,大人,,,500,大人：500円
fukutetu75,小人,,,250,小人：250円
fukutetu76,大人,,,300,大人：300円
fukutetu76,小人,,,150,小人：150円
fukutetu78,大人,,,500,大人：500円
fukutetu78,小人,,,250,小人：250円
jrwest154,大人,,,3600,"大人：3,600円"
osaka_maas_01,大人,,,1000,"大人：1,000円"
jrwest159,大人,,,1800,"大人：1,800円"
jrwest161,大人,,,3600,"大人：3,600円"
jrwest202,大人,,,4000,"大人：4,000円"
jrwest202,小人,,,2000,"小人：2,000円"
jrwest201,大人,,,2500,"大人：2,500円"
jrwest201,小人,,,1300,"小人：1,300円"
nankai101,大人,,,1500,"大人：1,500円"
jrwest151,大人,,,3900,"大人：3,900円"
jrwest151,小人,,,1800,"小人：1,800円"
jrwest160,大人,,,4400,"大人：4,400円"
jrwest162,大人,,,1200,"大人：1,200円"
jrwest162,小人,,,600,小人：600円
jrwest152,大人,,,2500,"大人：2,500円"
jrwest156,大人,,,4800,"大人：4,800円"
jrwest156,小人,,,2400,"小人：2,400円"
jrwest203,大人,,,1200,"大人：1,200円"
hankyu102,大人,,,1300,"大人 1,300円"
jrwest158,大人,,,800,大人：800円
jrwest157,大人,,,1400,"大人：1,400円"
jrwest153,大人,,,4600,"大人：4,600円"
jrwest155,大人,,,1200,"大人：1,200円"
jrwest205,大人,,,6200,"大人：6,200円"
iga01,大人,,,800,大人：800円
iga01,小人,,,400,小人：400円
iga96,大人,,,700,大人：700円
iga96,小人,,,350,小人：350円
iga97,大人,,,600,大人：600円
iga97,小人,,,300,小人：300円
iga41,大人,,,800,大人：800円
iga41,小人,,,400,小人：400円
iga42,大人,,,800,大人：800円
iga42,小人,,,400,小人：400円
iga43,大人,,,800,大人：800円
iga43,小人,,,400,小人：400円
iga44,大人,,,1100,"大人：1,100円"
iga44,小人,,,700,小人：700円
iga45,大人,,,800,大人：800円
iga45,小人,,,400,小人：400円
iga49,中学生,,,1200,"中学生) 
 下忍：1,200円"
iga95,大人,,,500,大人：500円
iga95,小人,,,250,小人：250円
omi11,大人,,,1500,"大人：1,500円"
omi95,おとな,,,2500,"おとな：2,500円"
biwakokeihanna,大人,,,2000,"大人：2,000円"
omi90,大人,,,500,大人：500円
omi90,小人,,,100,小人：100円
omi85,おとな,,,500,おとな：500円
omi81,大人,,,900,大人：900円
omi81,小人,,,450,小人：450円
omi82,大人,,,500,大人：500円
omi86,大人,,,100,大人：100円
omi87,大人,,,400,大人：400円
omi87,小人,,,10,小人：10円
omi96,小人,,,10,小人：10円
omi92,小人,,,10,小人：10円
omi12,大人,,,900,大人：900円
omi12,小人,,,450,小人：450円
shigaraki11,大人,,,940,大人：940円
shigaraki11,小人,,,480,小人：480円
shigaraki12,大人,,,1200,"大人：1,200円"
shigaraki12,小人,,,600,小人：600円
shigaraki94,大人,,,940,大人：940円
shigaraki94,小人,,,480,小人：480円
kyoto12,大人,,,1100,"大人：1,100円"
kyoto12,小人,,,550,小人：550円
kyoto11,大人,,,800,大人：800円
kyoto11,小人,,,400,小人：400円
naraikaruga,,,京都市交通局,2200,"2,200円"
naraikaruga,,,京阪電気鉄道,2200,"2,200円"
naraikaruga,,,阪急電鉄,2450,"2,450円"
naraikaruga,,,阪神電気鉄道,2100,"2,100円"
naraikaruga,,,大阪市高速電気軌道,2200,"2,200円"
naraikaruga,,,能勢電鉄,2850,"2,850円"
naraikaruga,,,北大阪急行電鉄,2300,"2,300円"
naraikaruga,,,大阪高速鉄道,3600,"3,600円"
naraikaruga,,,神戸高速鉄道,2300,"2,300円"
naraikaruga,,,山陽版①,2800,"2,800円"
naraikaruga,,,山陽版②,3100,"3,100円"
naraikaruga,,,神戸市交通局,2700,"2,700円"
naraikaruga,,,神戸電鉄,3000,"3,000円"
kyotoaraden,大人,,,1300,"大人：1,300円"
eiden51,大人,,,2100,"大人：2,100円"
kyoto81,大人,,,800,大人：800円
kyoto82,大人,,,2900,"大人：2,900円"
kyoto82,小人,,,1450,"小人：1,450円"
eiden01,大人,,,1200,"大人：1,200円"
eiden01,小人,,,600,小人：600円
eiden91,大人,,,1800,"大人：1,800円"
eiden95,大人,,,3100,"大人：3,100円"
eiden95,小人,,,1600,"小人：1,600円"
eiden97,大人,,,3500,"大人：3,500円"
eiden97,小人,,,1800,"小人：1,800円"
eiden81,大人,,,2000,"大人：2,000円"
eiden83,大人,,,2200,"大人：2,200円"
eiden104,大人,,,2200,"大人 2,200円"
randen01,大人,,,700,大人：700円
randen01,小人,,,350,小人：350円
randen02,大人,,,1700,"大人：1,700円"
hankyu04,大人,,,1400,"大人：1,400円"
hankyu04,大人,,,1800,"大人：1,800円"
randen04,大人,,,1000,"大人：1,000円"
randen04,小人,,,500,小人：500円
tantetsu70,大人,,,3550,"大人：3,550円"
tantetsu70,小人,,,1780,"小人：1,780円"
tantetsu70,大人,,,4550,"大人：4,550円"
tantetsu70,小人,,,2280,"小人：2,280円"
tantetsu11,大人,,,2500,"大人：2,500円"
tantetsu11,小人,,,1250,"小人：1,250円"
tantetsu61,大人,,,5800,"大人：5,800円"
tantetsu61,小人,,,2900,"小人：2,900円"
tantetsu02,大人,,,1850,"大人：1,850円"
tantetsu02,大人,,,1650,"大人：1,650円"
tankai11,大人,,,2600,"大人：2,600円"
tankai11,小人,,,1300,"小人：1,300円"
tankai11,大人,,,2500,"大人：2,500円"
tankai11,小人,,,1250,"小人：1,250円"
surukan07,大人,,神戸エリア版,1500,"大人：1,500円"
surukan07,大人,,阪急拡大版,2300,"大人：2,300円"
surukan07,大人,,阪神拡大版,2150,"大人：2,150円"
surukan07,大人,,山陽拡大版①,2100,"大人：2,100円"
surukan07,大人,,山陽拡大版②,2700,"大人：2,700円"
surukan07,大人,,近鉄拡大版①,2800,"大人：2,800円"
surukan07,大人,,近鉄拡大版②,3200,"大人：3,200円"
koyasan,,,阪急電鉄,4400,"4,400円"
koyasan,,,阪急電鉄,4300,"4,300円"
koyasan,,,神戸高速鉄道,4350,"4,350円"
koyasan,,,神戸高速鉄道,4300,"4,300円"
koyasan,,,山陽版(全線),4950,"4,950円"
koyasan,,,山陽版(全線),4650,"4,650円"
koyasan,,,京阪版,4500,"4,500円"
koyasan,,,京阪版,4600,"4,600円"
koyasan,,,北大阪急行電鉄,4400,"4,400円"
kintetu75,小人,,,100,小人：100円
surukan10,大人,,,3500,"大人：3,500円"
surukan10,大人,,,5000,"大人：5,000円"
osakamono87,大人,,,3800,"大人：3,800円"
osakamono87,大人,,,5400,"大人：5,400円"
kintetu67,大人,,,2800,"大人：2,800円"
kintetu93,大人,,,1300,"大人：1,300円"
kintetu97,大人,,,1600,"大人：1,600円"
kintetu98,大人,,,1700,"大人：1,700円"
keihan05,大人,,,1650,"大人：1,650円"
keihan05,小人,,,830,小人：830円
keihan06,大人,,,1100,"大人：1,100円"
keihan06,小人,,,550,小人：550円
keihan83,大人,,,2100,"大人：2,100円"
keihan83,小人,,,1050,"小人：1,050円"
keihan04,大人,,,800,大人：800円
keihan04,小人,,,400,小人：400円
keihan02,大人,,,2200,"大人：2,200円"
keihan02,小人,,,1250,"小人：1,250円"
keihan15,大人,,,5050,"大人：5,050円"
keihan68,大人,,,2600,"大人：2,600円"
keihan11,大人,,,2160,"大人：2,160円"
keihan99,大人,,,3100,"大人：3,100円"
keihan99,小人,,,1550,"小人：1,550円"
keihan14,大人,,,650,大人：650円
keihan90,大人,,,2600,"大人：2,600円"
keihan86,大人,,,1700,"大人：1,700円"
keihan88,大人,,,1700,"大人：1,700円"
keihan104,大人,,,4000,"大人：4,000円"
keihan105,大人,,,2500,"大人：2,500円"
keihan102,大人,,,500,大人：500円
keihan89,大人,,,500,大人：500円
keihan91,大人,,,1500,"大人：1,500円"
keihan92,大人,,2024年12月1日〜2024年12月7日,1600,"1,600円"
keihan92,小人,,2024年12月1日〜2024年12月7日,800,800円
keihan92,大人,,2024年12月8日〜2024年12月14日,1900,"1,900円"
keihan92,小人,,2024年12月8日〜2024年12月14日,950,950円
keihan92,大人,,2024年12月15日〜2025年1月5日,2200,"2,200円"
keihan92,小人,,2024年12月15日〜2025年1月5日,1100,"1,100円"
hankyuhanshin0,大人,,,1600,"大人：1,600円"
hankyu89,大人,,,1300,"大人：1,300円"
kitakyumonorailkyoto,大人,,,1500,"大人：1,500円"
arima_rokko,大人,,基本フリー版,2900,"大人：2,900円"
arima_rokko,大人,,阪急版,3100,"大人：3,100円"
arima_rokko,大人,,阪神版,3000,"大人：3,000円"
arima_rokko,大人,,山陽明石以東版,3300,"大人：3,300円"
arima_rokko,大人,,山陽全線版,3800,"大人：3,800円"
arima_rokko,大人,,神鉄拡大版,3100,"大人：3,100円"
arima_rokko02,大人,,,3600,"大人：3,600円"
taikonoyu,大人,,神戸電鉄版,2600,"2,600円"
taikonoyu,大人,,神戸電鉄版,3000,"3,000円"
taikonoyu,大人,,阪急電鉄版,3250,"3,250円"
taikonoyu,大人,,阪急電鉄版,3400,"3,400円"
taikonoyu,大人,,阪神電気鉄道版,3150,"3,150円"
taikonoyu,大人,,阪神電気鉄道版,2700,"2,700円"
hankyu101,大人,,,500,大人 500円
hankyu105,大人,,,1200,"大人：1,200円"
hankyu103,大人,,,2800,"大人：2,800円"
hankyu94,大人,,,1200,"大人：1,200円"
hankyu94,大人,,,1600,"大人：1,600円"
hankyu93,大人,,,600,大人：600円
nose73,大人,,,800,大人：800円
nose74,大人,,,800,大人：800円
hansinsanyo,大人,,,2450,"大人：2,450円"
hansinsanyo,大人,,,2350,"大人：2,350円"
sanyo12,大人,,,1900,"大人：1,900円"
sanyo12,大人,,,1750,"大人：1,750円"
sanyo11,大人,,,1200,"大人：1,200円"
sanyo11,大人,,,1120,"大人：1,120円"
sanhime,大人,,,1700,"大人：1,700円"
sanhime,大人,,,1590,"大人：1,590円"
sanyo95,大人,,,600,大人：600円
hanshin93,大人,,,2700,"大人：2,700円"
kobe11,大人,,,3000,"大人：3,000円"
hanshin72,大人,,,1500,"大人：1,500円"
sanyo91,大人,,,1200,"大人：1,200円"
osaka03,大人,,,820,大人：820円
osaka03,小人,,,310,小人：310円
osaka03,大人,,,620,大人：620円
osaka04,大人,,,820,大人：820円
osaka04,小人,,,310,小人：310円
